,Date,Brand,Product,Issue,Nb_affected_models,Category,Published by,Audience,Recall type,Recall Category,Year,Month
182,2011-02-15,TOYOTA,SUV recalled by TOYOTA,Steering,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2011,February
183,2011-02-15,HEIL,Truck - Med. & H.D. recalled by HEIL ENVIRONMENTAL,Other,8,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,February
184,2011-02-15,SPARTAN,Chassis Cab recalled by SPARTAN,Engine,3,Chassis Cab,Vehicles - Truck - Med. & H.D.,General public,automotive recall,Vehicles,2011,February
185,2011-02-15,KENWORTH,Truck - Med. & H.D. recalled by PACCAR,Brakes,3,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,February
186,2011-02-15,WORKHORSE,RV Chassis recalled by NAVISTAR,Fuel Supply,10,RV Chassis,Transport Canada,General public,automotive recall,Vehicles,2011,February
187,2011-02-16,INTERNATIONAL,Truck - Med. & H.D. recalled by NAVISTAR,Other,1,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,February
188,2011-02-16,SUZUKI,A.T.V. recalled by SUZUKI,Engine,4,A.T.V.,Transport Canada,General public,automotive recall,Vehicles,2011,February
189,2011-02-16,BEAVER,Motorhome recalled by KONGSBERG POWER PRODUCTS SYSTEMS,Brakes,105,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2011,February
190,2011-02-17,IC BUS,Bus recalled by NAVISTAR,Visual System,2,Bus,Vehicles - School Bus,General public,automotive recall,Vehicles,2011,February
191,2011-02-17,INTERNATIONAL,Truck - Med. & H.D. recalled by NAVISTAR,Electrical,37,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,February
192,2011-02-18,FLEETWOOD,Motorhome recalled by FLEETWOOD,Lights And Instruments,1,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2011,February
193,2011-02-18,DUTCHMEN,RV Trailer recalled by DUTCHMEN,Label,1,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,February
194,2011-02-18,ITASCA,Motorhome recalled by WINNEBAGO INDUSTRIES,Label,4,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2011,February
195,2011-02-18,TOYO,Tire recalled by TOYO,Tires,6,Tire,Transport Canada,General public,automotive recall,Vehicles,2011,February
196,2011-02-18,COSCO,Child Car Seat recalled by DOREL,Seats And Restraints,100,Child Car Seat,Transport Canada,General public,automotive recall,Vehicles,2011,February
197,2011-02-18,FORD,Minivan recalled by FORD,Suspension,5,Minivan,Transport Canada,General public,automotive recall,Vehicles,2011,February
198,2011-02-18,FLEETWOOD,Motorhome recalled by FLEETWOOD,Fuel Supply,4,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2011,February
199,2011-02-18,COACHMEN,RV Trailer recalled by COACHMEN,Accessories,2,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,February
200,2011-02-18,SAAB,Car recalled by IFS VEHICLE DISTRIBUTORS,Fuel Supply,1,Car,Transport Canada,General public,automotive recall,Vehicles,2011,February
201,2011-02-21,TOYOTA,Car recalled by TOYOTA,Steering,5,Car,Transport Canada,General public,automotive recall,Vehicles,2011,February
202,2011-02-21,DUCATI,Motorcycle recalled by DUCATI,Engine,2,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2011,February
203,2011-02-22,GMC,Truck - Med. & H.D. recalled by GENERAL MOTORS,Engine,6,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,February
204,2011-02-22,TURTLE TOP,Bus recalled by TURTLE TOP,Other,4,Bus,Transport Canada,General public,automotive recall,Vehicles,2011,February
205,2011-02-23,BLUE BIRD,Bus recalled by BLUE BIRD,Seats And Restraints,8,Bus,Vehicles - School Bus,General public,automotive recall,Vehicles,2011,February
206,2011-02-23,ORBIT BABY,Child Car Seat recalled by ORBIT BABY,Seats And Restraints,3,Child Car Seat,Transport Canada,General public,automotive recall,Vehicles,2011,February
207,2011-02-23,DODGE,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Engine,4,Light Truck & Van,Transport Canada,General public,automotive recall,Vehicles,2011,February
208,2011-02-23,FOREST RIVER,RV Trailer recalled by FOREST RIVER,Label,1,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,February
209,2011-02-23,BMW,Motorcycle recalled by BMW,Other,8,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2011,February
210,2011-02-23,KAWASAKI,Motorcycle recalled by KAWASAKI,Electrical,1,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2011,February
211,2011-02-23,JEEP,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Airbag,4,SUV,Transport Canada,General public,automotive recall,Vehicles,2011,February
212,2011-02-23,BUICK,SUV recalled by GENERAL MOTORS,Seats And Restraints,8,SUV,Transport Canada,General public,automotive recall,Vehicles,2011,February
213,2011-02-24,BLUE BIRD,School Bus recalled by BLUE BIRD,Other,2,School Bus,Transport Canada,General public,automotive recall,Vehicles,2011,February
214,2011-02-24,BLUE BIRD,School Bus recalled by BLUE BIRD,Other,1,School Bus,Transport Canada,General public,automotive recall,Vehicles,2011,February
215,2011-02-24,BLUE BIRD,School Bus recalled by BLUE BIRD,Seats And Restraints,17,School Bus,Transport Canada,General public,automotive recall,Vehicles,2011,February
216,2011-02-25,MERCEDES-BENZ,Light Truck & Van recalled by MERCEDES-BENZ,Visual System,2,Light Truck & Van,Transport Canada,General public,automotive recall,Vehicles,2011,February
217,2011-02-25,SKI-DOO,Snowmobile recalled by BOMBARDIER RECREATIONAL PRODUCTS,Powertrain,11,Snowmobile,Transport Canada,General public,automotive recall,Vehicles,2011,February
218,2011-02-25,TRIPLE E,Motorhome recalled by TRIPLE E,Accessories,7,Motorhome,Vehicles - RV Trailer,General public,automotive recall,Vehicles,2011,February
219,2011-02-28,FORD,Truck - Med. & H.D. recalled by FORD,Fuel Supply,4,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,February
220,2011-02-28,INTERNATIONAL,Truck - Med. & H.D. recalled by NAVISTAR,Visual System,7,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,February
221,2011-03-01,KEYSTONE,RV Trailer recalled by KEYSTONE,Other,6,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,March
222,2011-03-01,KEYSTONE,RV Trailer recalled by KEYSTONE,Electrical,2,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,March
223,2011-03-01,FERRARI,Car recalled by FERRARI,Other,1,Car,Transport Canada,General public,automotive recall,Vehicles,2011,March
224,2011-03-01,SUZUKI,Car recalled by SUZUKI,Label,1,Car,Transport Canada,General public,automotive recall,Vehicles,2011,March
225,2011-03-01,ITASCA,Motorhome recalled by WINNEBAGO INDUSTRIES,Electrical,2,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2011,March
226,2011-03-01,KIA,Car recalled by KIA,Electrical,1,Car,Transport Canada,General public,automotive recall,Vehicles,2011,March
227,2011-03-01,CHAMPION,Bus recalled by CHAMPION BUS,Electrical,6,Bus,Transport Canada,General public,automotive recall,Vehicles,2011,March
228,2011-03-01,CHAMPION,Bus recalled by CHAMPION BUS,Other,6,Bus,Transport Canada,General public,automotive recall,Vehicles,2011,March
229,2011-03-01,DUNLOP,Tire recalled by GOODYEAR,Tires,1,Tire,Transport Canada,General public,automotive recall,Vehicles,2011,March
230,2011-03-01,AIRSTREAM,RV Trailer recalled by AIRSTREAM,Other,1,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,March
231,2011-03-01,NOKIAN,Tire recalled by NOKIAN TYRES,Tires,2,Tire,Transport Canada,General public,automotive recall,Vehicles,2011,March
232,2011-03-01,GENERAL COACH,Bus recalled by CHAMPION BUS,Steering,1,Bus,Transport Canada,General public,automotive recall,Vehicles,2011,March
233,2011-03-01,ADVENTURER,Motorhome recalled by ADVENTURER MFG LP,Accessories,4,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2011,March
234,2011-03-01,CHAMPION,Bus recalled by CHAMPION BUS,Other,1,Bus,Transport Canada,General public,automotive recall,Vehicles,2011,March
235,2011-03-02,FORD,Light Truck & Van recalled by FORD,Fuel Supply,1,Light Truck & Van,Transport Canada,General public,automotive recall,Vehicles,2011,March
236,2011-03-02,JAYCO,RV Trailer recalled by JAYCO,Label,1,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,March
237,2011-03-02,MCI,Bus recalled by MOTOR COACH INDUSTRIES,Seats And Restraints,4,Bus,Transport Canada,General public,automotive recall,Vehicles,2011,March
238,2011-03-02,NISSAN,Light Truck & Van recalled by NISSAN,Accessories,9,Light Truck & Van,Vehicles - SUV,General public,automotive recall,Vehicles,2011,March
239,2011-03-02,SUZUKI,Motorcycle recalled by SUZUKI,Visual System,1,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2011,March
240,2011-03-03,MAZDA,Car recalled by MAZDA,Steering,6,Car,Transport Canada,General public,automotive recall,Vehicles,2011,March
241,2011-03-03,MCI,Bus recalled by MOTOR COACH INDUSTRIES,Accessories,1,Bus,Transport Canada,General public,automotive recall,Vehicles,2011,March
242,2011-03-03,ELGIN SWEEPER,Truck - Med. & H.D. recalled by ELGIN SWEEPER,Brakes,9,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,March
243,2011-03-03,TOYOTA,Car recalled by TOYOTA,Engine,8,Car,Transport Canada,General public,automotive recall,Vehicles,2011,March
244,2011-03-03,PONTIAC,Car recalled by GENERAL MOTORS,Engine,4,Car,Transport Canada,General public,automotive recall,Vehicles,2011,March
245,2011-03-03,FORD,Minivan recalled by FORD,Suspension,6,Minivan,Transport Canada,General public,automotive recall,Vehicles,2011,March
246,2011-03-03,AUTOCAR,Truck - Med. & H.D. recalled by AUTOCAR,Electrical,2,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,March
247,2011-03-03,BLUE BIRD,School Bus recalled by BLUE BIRD,Electrical,5,School Bus,Transport Canada,General public,automotive recall,Vehicles,2011,March
248,2011-03-03,YAMAHA,Motorcycle recalled by YAMAHA,Lights And Instruments,5,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2011,March
249,2011-03-03,MCI,Bus recalled by MOTOR COACH INDUSTRIES,Structure,15,Bus,Transport Canada,General public,automotive recall,Vehicles,2011,March
250,2011-03-03,STARCRAFT,RV Trailer recalled by STARCRAFT RV,Suspension,1,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,March
251,2011-03-03,JAYCO,RV Trailer recalled by JAYCO,Suspension,1,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,March
252,2011-03-03,VOLVO,Truck - Med. & H.D. recalled by VOLVO TRUCKS,Other,4,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,March
253,2011-03-03,LEXUS,SUV recalled by TOYOTA,Steering,5,SUV,Transport Canada,General public,automotive recall,Vehicles,2011,March
254,2011-03-03,NISSAN,Car recalled by NISSAN,Fuel Supply,2,Car,Transport Canada,General public,automotive recall,Vehicles,2011,March
255,2011-03-03,SIGNEL,Light Trailer recalled by SIGNEL SERVICES,Other,2,Light Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,March
256,2011-03-03,NEW FLYER,Bus recalled by NEW FLYER,Other,7,Bus,Transport Canada,General public,automotive recall,Vehicles,2011,March
257,2011-03-03,YAMAHA,Motorcycle recalled by YAMAHA,Electrical,1,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2011,March
258,2011-03-03,BMW,Motorcycle recalled by BMW,Other,2,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2011,March
259,2011-03-03,SUZUKI,Car recalled by SUZUKI,Other,2,Car,Transport Canada,General public,automotive recall,Vehicles,2011,March
260,2011-03-03,FOREST RIVER,RV Trailer recalled by FOREST RIVER,Other,2,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,March
261,2011-03-03,BLUE BIRD,School Bus recalled by BLUE BIRD,Accessories,3,School Bus,Transport Canada,General public,automotive recall,Vehicles,2011,March
262,2011-03-03,YAMAHA,A.T.V. recalled by YAMAHA,Steering,5,A.T.V.,Transport Canada,General public,automotive recall,Vehicles,2011,March
263,2011-03-03,SUBARU,Car recalled by SUBARU,Powertrain,4,Car,Transport Canada,General public,automotive recall,Vehicles,2011,March
264,2011-03-03,JAGUAR,Car recalled by JAGUAR,Fuel Supply,3,Car,Transport Canada,General public,automotive recall,Vehicles,2011,March
265,2011-03-03,AIRSTREAM,RV Trailer recalled by AIRSTREAM,Brakes,5,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,March
266,2011-03-03,BMW,Motorcycle recalled by BMW,Powertrain,5,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2011,March
267,2011-03-04,YAMAHA,Motorcycle recalled by YAMAHA,Accessories,12,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2011,March
268,2011-03-04,GLENDALE,RV Trailer recalled by GLENDALE,Suspension,25,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,March
269,2011-03-07,KENWORTH,Truck - Med. & H.D. recalled by PACCAR,Engine,10,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,March
270,2011-03-07,INTERNATIONAL,Truck - Med. & H.D. recalled by NAVISTAR,Wheels,2,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,March
271,2011-03-07,NISSAN,Car recalled by NISSAN,Airbag,2,Car,Transport Canada,General public,automotive recall,Vehicles,2011,March
272,2011-03-07,GREAT DANE,Heavy Trailer recalled by GREAT DANE,Wheels,3,Heavy Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,March
273,2011-03-07,LODE KING,Heavy Trailer recalled by LODE KING,Accessories,14,Heavy Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,March
274,2011-03-07,CADILLAC,SUV recalled by GENERAL MOTORS,Steering,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2011,March
275,2011-03-07,KIA,Car recalled by KIA,Other,3,Car,Transport Canada,General public,automotive recall,Vehicles,2011,March
276,2011-03-07,BENTLEY,Car recalled by BENTLEY,Other,15,Car,Transport Canada,General public,automotive recall,Vehicles,2011,March
277,2011-03-08,CHEVROLET,Car recalled by GENERAL MOTORS,Seats And Restraints,2,Car,Transport Canada,General public,automotive recall,Vehicles,2011,March
278,2011-03-08,EVENFLO,Child Car Seat recalled by GOODBABY,Seats And Restraints,2,Child Car Seat,Transport Canada,General public,automotive recall,Vehicles,2011,March
279,2011-03-08,VOLVO,Car recalled by VOLVO,Airbag,6,Car,Vehicles - SUV,General public,automotive recall,Vehicles,2011,March
280,2011-03-08,RAM,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Label,3,Light Truck & Van,Transport Canada,General public,automotive recall,Vehicles,2011,March
281,2011-03-08,FORD,SUV recalled by FORD,Other,2,SUV,Transport Canada,General public,automotive recall,Vehicles,2011,March
282,2011-03-08,SUZUKI,Car recalled by SUZUKI,Visual System,3,Car,Transport Canada,General public,automotive recall,Vehicles,2011,March
283,2011-03-08,VOLVO,Truck - Med. & H.D. recalled by VOLVO TRUCKS,Label,15,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,March
284,2011-03-08,LEXUS,Car recalled by TOYOTA,Brakes,11,Car,Vehicles - SUV,General public,automotive recall,Vehicles,2011,March
285,2011-03-08,NORCOLD,Equipment recalled by NORCOLD,Other,32,Equipment,Transport Canada,General public,automotive recall,Vehicles,2011,March
286,2011-03-08,ISUZU,SUV recalled by GENERAL MOTORS,Suspension,5,SUV,Transport Canada,General public,automotive recall,Vehicles,2011,March
287,2011-03-08,CHRYSLER,Car recalled by FIAT CHRYSLER AUTOMOBILES,Steering,7,Car,Vehicles - Light Truck & Van,General public,automotive recall,Vehicles,2011,March
288,2011-03-08,THOMAS BUILT,School Bus recalled by DAIMLER TRUCK NORTH AMERICA,Engine,8,School Bus,Transport Canada,General public,automotive recall,Vehicles,2011,March
289,2011-03-08,TESLA,Car recalled by TESLA,Electrical,2,Car,Transport Canada,General public,automotive recall,Vehicles,2011,March
290,2011-03-08,HEARTLAND,RV Trailer recalled by HEARTLAND,Fuel Supply,1,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,March
291,2011-03-08,YAKIMA,Light Trailer recalled by YAKIMA,Wheels,2,Light Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,March
292,2011-03-08,COACHMEN,RV Trailer recalled by COACHMEN,Other,2,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,March
293,2011-03-08,COACHMEN,RV Trailer recalled by COACHMEN,Electrical,4,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,March
294,2011-03-09,ITASCA,Motorhome recalled by WINNEBAGO INDUSTRIES,Fuel Supply,2,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2011,March
295,2011-03-10,BUICK,Car recalled by GENERAL MOTORS,Heater And Defroster,2,Car,Vehicles - SUV,General public,automotive recall,Vehicles,2011,March
